date,FU893190005.Q,FU543077073.Q,FU103190005.Q,FU113193003.Q,FU313190005.Q,FU223073045.Q,FU713190005.Q,FU763190005.Q,FU753190005.Q,FU743193005.Q,FU473193005.Q,FU513190005.Q,FU543190005.Q,FU403190005.Q,FU613190005.Q,FU643193005.Q,FU663190005.Q,FU733193005.Q,FU503190005.Q,FU263190005.Q,FU893090005.Q,FU153090005.Q,FU103090005.Q,FU113090005.Q,FU213093003.Q,FU313090005.Q,FU713090005.Q,FU763090005.Q,FU753093005.Q,FU743093005.Q,FU473090005.Q,FU513090005.Q,FU543090005.Q,FU573090005.Q,FU343073005.Q,FU223090005.Q,FU633093005.Q,FU653093005.Q,FU563093003.Q,FU403093005.Q,FU673090543.Q,FU613090005.Q,FU643090005.Q,FU663090005.Q,FU733090005.Q,FU503094505.Q,FU903090005.Q
1992:Q4,-3542.00,82.00,-14537.00,4710.00,-2504.00,8923.00,484.00,8255.00,-4452.00,122.00,-435.00,5226.00,-25449.00,161.00,8703.00,1383.00,2412.00,3224.00,3618.00,-3468.00,12616.00,4373.00,16021.00,1521.00,1951.00,-2220.00,-1915.00,-6392.00,-3572.00,-135.00,-990.00,0.00,-3299.00,-6294.00,-3491.00,9430.00,1468.00,-1956.00,0.00,-6168.00,0.00,-1194.00,-3299.00,8603.00,6184.00,3990.00,-16158.00
1993:Q1,47250.00,127.00,28887.00,1264.00,27831.00,7385.00,583.00,15641.00,-8183.00,154.00,201.00,4292.00,4883.00,-12507.00,-345.00,-1778.00,-10318.00,6193.00,-23504.00,6444.00,84693.00,3657.00,49705.00,3300.00,-7368.00,-454.00,846.00,-6398.00,1693.00,-143.00,2268.00,0.00,1130.00,-17159.00,24741.00,7478.00,2343.00,-10459.00,0.00,2576.00,0.00,6354.00,-886.00,8225.00,16143.00,-2898.00,-37443.00
1993:Q2,59353.00,126.00,-8551.00,1264.00,2841.00,9245.00,-181.00,21490.00,-3615.00,192.00,221.00,3443.00,7800.00,6219.00,12928.00,854.00,7229.00,5495.00,-3854.00,-3793.00,55044.00,3084.00,18922.00,3673.00,-3003.00,-940.00,1858.00,3688.00,1684.00,-45.00,58.00,0.00,4087.00,13882.00,7187.00,9333.00,2845.00,-20055.00,0.00,-715.00,0.00,-6677.00,1029.00,5740.00,7216.00,2194.00,4309.00
1993:Q3,45848.00,126.00,-5211.00,1265.00,801.00,5569.00,1325.00,12338.00,6960.00,286.00,216.00,3370.00,-7739.00,-2661.00,-3916.00,119.00,1348.00,4348.00,24533.00,2772.00,74544.00,4268.00,15658.00,4439.00,-11537.00,-4170.00,-107.00,-1677.00,892.00,-102.00,1170.00,0.00,-6030.00,859.00,1976.00,5146.00,3476.00,18515.00,0.00,5104.00,0.00,4474.00,1160.00,13429.00,8352.00,9250.00,-28696.00
1993:Q4,17714.00,127.00,-14488.00,1264.00,-677.00,9926.00,-803.00,11663.00,-2916.00,459.00,-126.00,4071.00,-863.00,4031.00,-4338.00,718.00,697.00,3347.00,7294.00,-1672.00,116109.00,2292.00,94780.00,4698.00,-12363.00,1761.00,44.00,5285.00,-5013.00,-150.00,-1447.00,0.00,-1073.00,3320.00,-3800.00,9733.00,2423.00,-5782.00,0.00,-1328.00,0.00,-15647.00,143.00,21186.00,14978.00,2069.00,-98395.00
1994:Q1,109680.00,132.00,-26032.00,1200.00,25224.00,12249.00,182.00,82882.00,3861.00,-118.00,-24.00,3559.00,19378.00,-12418.00,-5310.00,1987.00,3233.00,-793.00,379.00,109.00,180126.00,3589.00,-25218.00,5600.00,4661.00,-1820.00,-13.00,59981.00,5807.00,241.00,1552.00,0.00,11052.00,40944.00,24463.00,11962.00,4613.00,13716.00,0.00,-1786.00,0.00,-6697.00,1554.00,11701.00,5148.00,9075.00,-70446.00
1994:Q2,38075.00,133.00,-12916.00,4951.00,4932.00,12050.00,1327.00,31588.00,8990.00,229.00,359.00,3500.00,5342.00,-7213.00,-4728.00,-214.00,-2416.00,-2411.00,-12232.00,6804.00,89996.00,2701.00,-1097.00,4406.00,13741.00,5064.00,1101.00,20566.00,7458.00,126.00,-269.00,0.00,-9507.00,892.00,7400.00,12302.00,-42.00,7955.00,0.00,-2389.00,0.00,-2934.00,-686.00,13310.00,6878.00,3021.00,-51921.00
1994:Q3,25961.00,132.00,-13272.00,4951.00,1453.00,18754.00,-115.00,-2411.00,-2725.00,437.00,483.00,3500.00,-9942.00,-2296.00,4550.00,689.00,3127.00,384.00,19695.00,-1433.00,40334.00,4731.00,15936.00,5002.00,16889.00,-1971.00,497.00,-16968.00,1050.00,-6.00,-4983.00,0.00,7301.00,-18230.00,2559.00,19311.00,-1292.00,-7200.00,0.00,-1983.00,0.00,-3731.00,196.00,13657.00,9785.00,-216.00,-14373.00
1994:Q4,50714.00,132.00,26814.00,4951.00,2126.00,-4792.00,-497.00,-7370.00,4057.00,1736.00,559.00,3988.00,26603.00,-2998.00,7398.00,485.00,-4025.00,-2548.00,-9797.00,3892.00,131112.00,3633.00,93583.00,4184.00,13273.00,1962.00,1022.00,3898.00,-1133.00,-481.00,296.00,0.00,-1974.00,135.00,-4552.00,-4836.00,1138.00,16907.00,0.00,913.00,0.00,-3598.00,732.00,-9927.00,12224.00,3713.00,-80398.00
1995:Q1,80741.00,180.00,2435.00,3401.00,19270.00,5245.00,1532.00,26587.00,7341.00,-364.00,-1522.00,9012.00,-1741.00,-3813.00,6098.00,46.00,-3093.00,8068.00,365.00,1694.00,105488.00,7049.00,53085.00,9216.00,-2955.00,-3662.00,84.00,-23477.00,-2265.00,-406.00,509.00,0.00,6121.00,-2409.00,25275.00,4885.00,-89.00,-11378.00,0.00,-238.00,0.00,1500.00,20.00,13291.00,16782.00,14550.00,-24747.00
1995:Q2,36207.00,179.00,13642.00,3401.00,8105.00,12675.00,396.00,-35543.00,11641.00,1296.00,-267.00,8890.00,-482.00,5781.00,10632.00,620.00,1985.00,3638.00,-11501.00,1119.00,103167.00,7002.00,20144.00,9307.00,41036.00,-1301.00,-1412.00,-8925.00,-3434.00,364.00,-472.00,0.00,-6187.00,17397.00,6759.00,13029.00,2981.00,3121.00,0.00,1522.00,0.00,-430.00,799.00,-15651.00,12707.00,4812.00,-66960.00
1995:Q3,118565.00,180.00,48121.00,3401.00,7788.00,12807.00,-390.00,36336.00,-4583.00,-341.00,-23.00,-2299.00,1641.00,2448.00,-545.00,351.00,2470.00,3566.00,4654.00,2983.00,160010.00,-329.00,61873.00,8876.00,14154.00,1443.00,-3068.00,-4412.00,1995.00,132.00,-578.00,0.00,3601.00,35157.00,2203.00,13060.00,3857.00,-14367.00,0.00,10084.00,0.00,-156.00,383.00,1214.00,18487.00,6400.00,-41445.00
1995:Q4,133440.00,179.00,58022.00,3401.00,24612.00,8551.00,-177.00,22774.00,-2194.00,2479.00,-105.00,5201.00,4988.00,1590.00,3618.00,376.00,7817.00,-193.00,-7321.00,-179.00,201241.00,3854.00,92675.00,9964.00,2273.00,1461.00,1200.00,-5759.00,-5574.00,1502.00,91.00,0.00,9320.00,28939.00,21036.00,8518.00,5027.00,20164.00,0.00,-12226.00,0.00,1946.00,-251.00,11329.00,7003.00,-1251.00,-67801.00
1996:Q1,111801.00,198.00,55135.00,7358.00,-443.00,16913.00,-77.00,442.00,-5339.00,-331.00,122.00,2701.00,-2751.00,904.00,2802.00,374.00,-4887.00,-2145.00,39131.00,1694.00,171813.00,1564.00,101395.00,8514.00,-24590.00,-1727.00,-1507.00,3941.00,-5170.00,-193.00,2734.00,0.00,-5880.00,27044.00,3190.00,17268.00,5737.00,-13204.00,0.00,3291.00,0.00,-1925.00,-250.00,27975.00,9791.00,13816.00,-60012.00
1996:Q2,35577.00,198.00,-17311.00,7358.00,7744.00,12654.00,158.00,33473.00,-2853.00,-196.00,156.00,1447.00,356.00,-5350.00,-6470.00,523.00,-12.00,612.00,5973.00,-2883.00,85381.00,1749.00,21755.00,8521.00,-21912.00,-900.00,-125.00,29458.00,-3500.00,116.00,-1227.00,0.00,1270.00,25893.00,4795.00,12936.00,826.00,-18564.00,0.00,-3807.00,0.00,-2338.00,-22.00,7502.00,11647.00,11308.00,-49804.00
1996:Q3,202352.00,197.00,98042.00,7358.00,-3762.00,16464.00,650.00,26346.00,6143.00,766.00,26.00,5210.00,12149.00,-115.00,-2067.00,625.00,13756.00,-4694.00,23449.00,1809.00,164866.00,4013.00,35666.00,9497.00,24613.00,184.00,3294.00,13456.00,-283.00,427.00,-1527.00,0.00,-932.00,34595.00,3647.00,16294.00,-560.00,-8861.00,0.00,19.00,0.00,325.00,-1882.00,14754.00,4499.00,13628.00,37486.00
1996:Q4,104784.00,198.00,18150.00,7358.00,-3966.00,14534.00,-759.00,3916.00,13742.00,136.00,-272.00,-2796.00,8240.00,5129.00,7837.00,975.00,14585.00,6755.00,5768.00,5254.00,220579.00,3229.00,67640.00,9780.00,23440.00,-4228.00,756.00,-12605.00,-260.00,424.00,181.00,0.00,12158.00,25452.00,-8781.00,14785.00,-1476.00,17057.00,0.00,7420.00,0.00,1273.00,434.00,18082.00,19331.00,26488.00,-115795.00
1997:Q1,145553.00,84.00,8017.00,15249.00,21861.00,7499.00,181.00,22122.00,25076.00,2178.00,143.00,2421.00,11849.00,6893.00,3587.00,1395.00,-4024.00,1739.00,24207.00,-4924.00,150883.00,3449.00,-10657.00,12541.00,25615.00,-2951.00,-281.00,10927.00,1559.00,147.00,-532.00,57.00,6267.00,16694.00,26373.00,10603.00,4792.00,-3093.00,0.00,-7350.00,0.00,6711.00,859.00,15049.00,5044.00,29059.00,-5330.00
1997:Q2,22683.00,83.00,-27653.00,13999.00,12889.00,5705.00,1429.00,24208.00,-6794.00,1134.00,251.00,1356.00,40.00,-6058.00,-20046.00,1569.00,1582.00,6500.00,8360.00,4130.00,158463.00,3575.00,-24953.00,13735.00,12985.00,-1757.00,2167.00,4667.00,-1924.00,366.00,3208.00,66.00,-2182.00,32891.00,7279.00,12711.00,2385.00,8943.00,0.00,3972.00,0.00,4475.00,1147.00,55202.00,22857.00,-3351.00,-135780.00
1997:Q3,115177.00,84.00,-13657.00,13999.00,-8691.00,6535.00,-785.00,28284.00,6992.00,983.00,-142.00,5509.00,1777.00,5323.00,32004.00,2174.00,11146.00,3411.00,18789.00,1441.00,196209.00,5574.00,46696.00,14776.00,27031.00,-702.00,-909.00,8852.00,-1364.00,-13.00,-170.00,72.00,9893.00,27032.00,1500.00,12067.00,9138.00,-2165.00,0.00,980.00,92.00,-7830.00,2406.00,6120.00,17180.00,19953.00,-81032.00
1997:Q4,59438.00,84.00,-58237.00,12750.00,1431.00,16601.00,1257.00,29160.00,1570.00,344.00,-184.00,-4487.00,32624.00,2753.00,-17306.00,3708.00,6766.00,-3356.00,33819.00,142.00,219279.00,67.00,43914.00,15559.00,6470.00,1957.00,279.00,20162.00,2912.00,1341.00,1655.00,83.00,8190.00,35883.00,-7921.00,20770.00,-1837.00,32813.00,0.00,9991.00,0.00,2094.00,446.00,5748.00,15010.00,3694.00,-159841.00
1998:Q1,199633.00,-34.00,44386.00,25530.00,22206.00,12314.00,-297.00,-49387.00,6748.00,708.00,378.00,3978.00,24142.00,15056.00,-28045.00,4514.00,81503.00,13251.00,23345.00,-663.00,239001.00,3184.00,11609.00,28874.00,37134.00,1360.00,-215.00,-55082.00,-1991.00,59.00,4165.00,-47.00,13152.00,33235.00,28135.00,19517.00,15212.00,-13821.00,0.00,-2061.00,7.00,-21680.00,6623.00,61498.00,38536.00,31598.00,-39368.00
1998:Q2,112962.00,285.00,63263.00,21780.00,9778.00,18251.00,168.00,-6626.00,-2717.00,994.00,539.00,1143.00,-3499.00,-2365.00,-10770.00,3764.00,-28213.00,10590.00,36895.00,-298.00,222737.00,1033.00,98645.00,33283.00,-10008.00,1498.00,1365.00,-1669.00,4457.00,332.00,-3485.00,-37.00,968.00,27669.00,6159.00,22674.00,-11883.00,2818.00,0.00,2305.00,482.00,-2544.00,2608.00,20030.00,29960.00,-3923.00,-109775.00
1998:Q3,200235.00,-513.00,76540.00,20530.00,-2166.00,18050.00,-741.00,48930.00,5832.00,326.00,-162.00,3376.00,3226.00,2374.00,-3754.00,3007.00,3057.00,-1848.00,26341.00,-2170.00,245061.00,3892.00,20317.00,33904.00,10664.00,1677.00,1773.00,8289.00,4455.00,566.00,1532.00,-33.00,11172.00,23908.00,2800.00,18481.00,6149.00,39739.00,0.00,-2145.00,277.00,-12677.00,1452.00,37177.00,14271.00,17421.00,-44826.00
1998:Q4,184075.00,-1152.00,62286.00,24280.00,-8784.00,12059.00,1458.00,27193.00,-1059.00,4887.00,-208.00,-4236.00,8216.00,5924.00,28634.00,2325.00,-12699.00,26719.00,4253.00,3979.00,235214.00,1132.00,161559.00,28881.00,-38267.00,2572.00,1961.00,17348.00,-690.00,2134.00,4920.00,-29.00,-5251.00,14694.00,-8957.00,21046.00,-2111.00,-4241.00,0.00,1804.00,0.00,2209.00,46.00,-6158.00,38467.00,2145.00,-51139.00
1999:Q1,200300.00,1224.00,103696.00,15917.00,25473.00,18557.00,-1450.00,19627.00,-7559.00,310.00,-182.00,468.00,34293.00,-6531.00,16346.00,1791.00,-21281.00,-2212.00,4434.00,-2621.00,254053.00,1045.00,111405.00,25594.00,1692.00,1219.00,-3348.00,26573.00,-1925.00,-7.00,2271.00,87.00,11142.00,41232.00,27773.00,20828.00,-73.00,-9910.00,0.00,2817.00,1174.00,4834.00,347.00,-64387.00,16278.00,37391.00,-53753.00
1999:Q2,180621.00,81.00,96350.00,20917.00,8868.00,20733.00,1187.00,-6861.00,-2390.00,930.00,-39.00,2947.00,2372.00,-3109.00,705.00,-1307.00,12825.00,-6824.00,39515.00,-6278.00,205294.00,2086.00,85950.00,17279.00,-7161.00,1846.00,366.00,25488.00,-2509.00,411.00,-3275.00,98.00,-1472.00,27538.00,7534.00,24260.00,5517.00,-18981.00,0.00,-816.00,1578.00,-1370.00,-1135.00,28096.00,9374.00,4592.00,-24673.00
1999:Q3,205183.00,41.00,81011.00,18416.00,-369.00,20871.00,676.00,29578.00,28552.00,2129.00,106.00,4021.00,30659.00,-3374.00,4258.00,3223.00,1818.00,-16471.00,-816.00,854.00,185996.00,7241.00,74190.00,20932.00,-2384.00,1198.00,1204.00,-13373.00,1644.00,181.00,-3324.00,106.00,6258.00,29041.00,3261.00,20877.00,870.00,-2386.00,0.00,3870.00,531.00,-5022.00,-426.00,16702.00,8814.00,15992.00,19187.00
1999:Q4,243576.00,790.00,75887.00,18417.00,-6851.00,21856.00,-1340.00,7559.00,-9085.00,-920.00,976.00,-4917.00,-19600.00,7548.00,43879.00,933.00,5342.00,-1205.00,90032.00,14275.00,311649.00,1056.00,187042.00,18669.00,-5004.00,871.00,437.00,3135.00,5139.00,-1607.00,-9895.00,114.00,-19178.00,6915.00,-8512.00,27973.00,18493.00,6479.00,0.00,-920.00,52.00,7175.00,-129.00,43606.00,19308.00,10431.00,-68073.00
2000:Q1,230115.00,-733.00,36328.00,22310.00,27081.00,16523.00,1624.00,20819.00,24654.00,363.00,-666.00,954.00,8034.00,4508.00,79375.00,-414.00,3328.00,-9588.00,1195.00,-5580.00,264462.00,1247.00,125584.00,22057.00,-1812.00,1862.00,-710.00,9179.00,-4128.00,-338.00,9066.00,79.00,1822.00,-7003.00,28991.00,17062.00,-16916.00,-14774.00,0.00,3209.00,1343.00,29701.00,476.00,24028.00,15367.00,19070.00,-34347.00
2000:Q2,246121.00,194.00,109080.00,18810.00,8936.00,9270.00,-377.00,26113.00,-2836.00,726.00,773.00,3579.00,1591.00,-3588.00,5335.00,1485.00,11559.00,-585.00,56945.00,-889.00,348110.00,3390.00,154563.00,25328.00,-5713.00,962.00,-247.00,28534.00,-2485.00,407.00,-3542.00,91.00,12516.00,29810.00,7589.00,7875.00,9101.00,30453.00,0.00,3429.00,2779.00,-2312.00,-90.00,19884.00,19225.00,6564.00,-101989.00
2000:Q3,255862.00,-146.00,141303.00,22661.00,6182.00,-27327.00,10.00,86459.00,12817.00,974.00,1323.00,1851.00,-7181.00,-9105.00,25331.00,415.00,2314.00,32524.00,-7532.00,-27011.00,342781.00,3813.00,192004.00,21378.00,566.00,732.00,1124.00,14896.00,2266.00,436.00,3107.00,107.00,18322.00,22286.00,4216.00,-28306.00,7183.00,4557.00,0.00,1674.00,1303.00,3780.00,621.00,16192.00,48887.00,1636.00,-86919.00
2000:Q4,269712.00,810.00,141920.00,22160.00,11358.00,36527.00,-251.00,17567.00,21621.00,-1901.00,-1857.00,-7195.00,-5576.00,8077.00,12891.00,338.00,-27331.00,10560.00,27528.00,2467.00,464286.00,-2317.00,206693.00,21145.00,-14644.00,1084.00,904.00,-7093.00,684.00,-2615.00,1870.00,-295.00,3960.00,28896.00,10781.00,33625.00,2270.00,64450.00,0.00,-12308.00,2258.00,3982.00,888.00,67471.00,33172.00,19426.00,-194574.00
2001:Q1,222841.00,-837.00,20883.00,13790.00,9868.00,5653.00,-618.00,27351.00,13037.00,-93.00,-2148.00,2078.00,-31186.00,33018.00,23155.00,-111.00,-7145.00,31106.00,80207.00,4833.00,173657.00,-2095.00,58721.00,28339.00,804.00,958.00,-1237.00,1608.00,-501.00,473.00,10834.00,1340.00,50076.00,-2167.00,9707.00,1556.00,-16730.00,-19274.00,0.00,-451.00,3178.00,2974.00,239.00,-73762.00,68651.00,50416.00,49183.00
2001:Q2,82489.00,-262.00,-20606.00,13790.00,7684.00,1165.00,-676.00,-16811.00,-15949.00,-1207.00,2588.00,6721.00,25412.00,-2903.00,4134.00,-121.00,84288.00,26851.00,-29068.00,-2540.00,238678.00,8827.00,35309.00,32807.00,1933.00,866.00,702.00,-5121.00,-1425.00,716.00,110.00,124.00,141.00,25267.00,6664.00,1650.00,7309.00,-13906.00,0.00,765.00,6070.00,-12441.00,824.00,138628.00,33674.00,-30814.00,-156190.00
2001:Q3,96517.00,803.00,-22355.00,13790.00,-151.00,9079.00,-59.00,111895.00,-12433.00,1847.00,-579.00,16745.00,-9810.00,20239.00,5710.00,-268.00,-24333.00,13357.00,-14272.00,-12687.00,120933.00,12785.00,-9982.00,29890.00,-7089.00,273.00,1128.00,56779.00,8106.00,395.00,9308.00,297.00,7893.00,-19285.00,5189.00,4654.00,1247.00,21525.00,0.00,7822.00,3016.00,8019.00,-108.00,-30281.00,36343.00,-26991.00,-24416.00
2001:Q4,106527.00,-147.00,-23987.00,13790.00,-12736.00,39884.00,-940.00,-112113.00,-18239.00,4756.00,-1700.00,582.00,34099.00,-10.00,14749.00,551.00,81479.00,-12878.00,90677.00,8710.00,193538.00,-468.00,43142.00,39470.00,-10733.00,-100.00,-1017.00,-17136.00,-7612.00,4295.00,-11903.00,-11657.00,-18993.00,40749.00,-9069.00,41133.00,-2035.00,-6528.00,0.00,-2600.00,3051.00,17825.00,-316.00,104486.00,-9937.00,9492.00,-87011.00
2002:Q1,142412.00,319.00,8131.00,4680.00,32251.00,487.00,897.00,139813.00,-24723.00,-342.00,1402.00,15748.00,44487.00,-3429.00,-1067.00,479.00,-12549.00,-11927.00,-40532.00,-11713.00,145540.00,4723.00,-39446.00,9776.00,-5294.00,-52.00,612.00,76776.00,-202.00,999.00,15542.00,-2749.00,-12073.00,43837.00,30086.00,-1188.00,-3625.00,-4579.00,0.00,-216.00,7674.00,-3619.00,366.00,-3218.00,20119.00,11291.00,-3128.00
2002:Q2,205464.00,-130.00,800.00,4680.00,11478.00,35132.00,578.00,67955.00,50463.00,51.00,-400.00,12612.00,-1203.00,7193.00,13701.00,449.00,-10582.00,30989.00,-21703.00,3401.00,119844.00,12680.00,-22912.00,10506.00,-10361.00,588.00,1551.00,19441.00,2215.00,574.00,-9655.00,3923.00,7791.00,-8675.00,9497.00,32587.00,7565.00,11172.00,0.00,5447.00,5605.00,2063.00,778.00,-20146.00,42100.00,15510.00,85620.00
2002:Q3,151339.00,722.00,-2931.00,4681.00,1414.00,27216.00,882.00,33378.00,3852.00,1536.00,815.00,14296.00,2587.00,20699.00,33533.00,1258.00,4882.00,-5474.00,12167.00,-4173.00,121665.00,10023.00,704.00,10716.00,-5147.00,1478.00,-1017.00,16227.00,220.00,-266.00,-1325.00,1669.00,10916.00,-10124.00,7652.00,23091.00,5762.00,28837.00,0.00,11150.00,3968.00,7377.00,106.00,-4024.00,14302.00,-10631.00,29675.00
2002:Q4,41336.00,-25.00,-9767.00,4680.00,4191.00,34441.00,-1254.00,537.00,8990.00,-2242.00,109.00,27744.00,-30118.00,14880.00,21542.00,589.00,-57501.00,13173.00,-2103.00,13470.00,212455.00,4344.00,131050.00,9983.00,-5418.00,1099.00,233.00,18589.00,2002.00,-7345.00,839.00,-8333.00,-6437.00,49094.00,2531.00,35483.00,-11963.00,1969.00,0.00,5576.00,2707.00,6989.00,1384.00,-88770.00,44272.00,22578.00,-171119.00
2003:Q1,350431.00,692.00,64658.00,5847.00,89478.00,29790.00,-422.00,11423.00,-3202.00,2108.00,607.00,24421.00,82433.00,-5911.00,-11860.00,-1221.00,8910.00,18286.00,-5856.00,40250.00,136428.00,11008.00,-102443.00,12787.00,-3511.00,-578.00,78.00,18537.00,-820.00,1460.00,292.00,8715.00,21336.00,-7756.00,91168.00,33766.00,-5840.00,-5825.00,0.00,1357.00,5385.00,8700.00,-317.00,-7502.00,48168.00,8263.00,214003.00
2003:Q2,341074.00,340.00,4993.00,5847.00,-39608.00,48834.00,836.00,60068.00,31128.00,1205.00,502.00,14666.00,60107.00,1961.00,44797.00,774.00,8761.00,34160.00,58034.00,3669.00,193566.00,9194.00,-79332.00,12762.00,7524.00,1291.00,-68.00,38756.00,9729.00,-1109.00,-927.00,-4545.00,9480.00,32069.00,-40606.00,56239.00,-1487.00,-11738.00,0.00,8856.00,6899.00,12223.00,495.00,77292.00,55850.00,-5281.00,147508.00
2003:Q3,171038.00,15.00,-19830.00,5847.00,12040.00,16082.00,104.00,40463.00,-25719.00,2380.00,-31.00,16652.00,12396.00,-12463.00,64694.00,-137.00,812.00,70.00,57043.00,620.00,77977.00,17378.00,-62495.00,12757.00,-9407.00,392.00,380.00,27924.00,-11834.00,-528.00,-5530.00,-3131.00,-9105.00,40657.00,10747.00,21971.00,-295.00,-24678.00,0.00,4491.00,4234.00,11935.00,1315.00,36130.00,20981.00,-6310.00,93061.00
2003:Q4,47321.00,-104.00,18651.00,5847.00,10022.00,24169.00,-355.00,-12157.00,5811.00,-2291.00,655.00,13025.00,19434.00,-25146.00,10724.00,2129.00,14540.00,666.00,-39328.00,1029.00,318792.00,18803.00,117370.00,12753.00,597.00,694.00,895.00,2302.00,-3767.00,-1994.00,-690.00,5202.00,-1471.00,42399.00,-6429.00,32378.00,-10047.00,-6537.00,0.00,3791.00,4767.00,4834.00,2757.00,39104.00,39604.00,21478.00,-271471.00
2004:Q1,391184.00,-64.00,54268.00,17192.00,33858.00,29610.00,755.00,79096.00,24880.00,3564.00,568.00,5496.00,54580.00,23803.00,20249.00,1707.00,12364.00,33467.00,-6396.00,2188.00,386944.00,7164.00,-17396.00,59015.00,511.00,747.00,-147.00,22832.00,-1556.00,350.00,3394.00,-12210.00,22473.00,3194.00,34015.00,33634.00,11583.00,56940.00,0.00,-5075.00,7422.00,-10371.00,2880.00,63077.00,72331.00,32136.00,4240.00
2004:Q2,212731.00,772.00,114242.00,17192.00,13490.00,43134.00,319.00,29933.00,-35036.00,1869.00,1381.00,13383.00,330.00,-28101.00,10968.00,-1532.00,26114.00,26547.00,-18995.00,-3279.00,188407.00,7031.00,45856.00,58995.00,2999.00,864.00,-797.00,59467.00,4689.00,-762.00,-262.00,-2541.00,-1787.00,33983.00,12238.00,46607.00,-7919.00,-80173.00,0.00,-1563.00,5357.00,-13908.00,2061.00,3736.00,44318.00,-30082.00,24324.00
2004:Q3,439258.00,332.00,71723.00,17192.00,5598.00,19410.00,3679.00,119766.00,24750.00,3510.00,-131.00,38460.00,-2538.00,10009.00,6445.00,2745.00,-692.00,83630.00,54203.00,-18833.00,398192.00,16936.00,49104.00,59013.00,830.00,1247.00,-6.00,70328.00,-516.00,2506.00,-3428.00,770.00,-300.00,14706.00,5503.00,33644.00,-3080.00,4261.00,0.00,6670.00,3175.00,110.00,2380.00,4489.00,120932.00,8919.00,41066.00
2004:Q4,390951.00,466.00,103868.00,17192.00,6417.00,35142.00,-527.00,112107.00,16297.00,2870.00,81.00,8993.00,13146.00,-12408.00,2592.00,5370.00,26877.00,30011.00,26099.00,-3642.00,646889.00,21334.00,203412.00,59023.00,1869.00,517.00,2482.00,86890.00,-1392.00,-1145.00,448.00,14790.00,4282.00,38473.00,-10772.00,52772.00,7300.00,21220.00,1353.00,4458.00,3611.00,6975.00,3760.00,43689.00,51031.00,30510.00,-255938.00
2005:Q1,279134.00,288.00,176613.00,35674.00,32142.00,17389.00,709.00,7712.00,15586.00,466.00,-584.00,-3956.00,28448.00,10612.00,-42753.00,-3471.00,-6484.00,-24006.00,17075.00,17674.00,250127.00,6800.00,7412.00,64125.00,871.00,-265.00,-1926.00,-10408.00,-556.00,294.00,7285.00,2052.00,8074.00,23425.00,32037.00,23608.00,-9658.00,2857.00,1240.00,21346.00,7410.00,-8246.00,2883.00,45087.00,12288.00,12092.00,29007.00
2005:Q2,352860.00,725.00,206272.00,35675.00,12309.00,16819.00,704.00,1576.00,14012.00,-627.00,3314.00,19001.00,3609.00,91.00,12162.00,2916.00,20817.00,26967.00,-27840.00,4358.00,377704.00,2218.00,99700.00,64138.00,632.00,899.00,-734.00,-284.00,3210.00,-383.00,-3701.00,1834.00,-2992.00,24789.00,12041.00,34947.00,-895.00,-15982.00,29.00,-10591.00,2477.00,-479.00,2776.00,84457.00,44737.00,34861.00,-24844.00
2005:Q3,330984.00,-724.00,176240.00,35674.00,8111.00,24495.00,1044.00,-12784.00,27883.00,-714.00,2125.00,50923.00,28064.00,588.00,42275.00,2011.00,22707.00,-95069.00,22360.00,-4225.00,363286.00,20355.00,117398.00,64187.00,3305.00,1062.00,-801.00,12749.00,2255.00,225.00,-1711.00,1140.00,8796.00,23937.00,6944.00,39364.00,4010.00,-9393.00,504.00,-48621.00,2637.00,47816.00,2225.00,115242.00,-53955.00,3616.00,-32302.00
2005:Q4,219003.00,650.00,149747.00,35674.00,18579.00,14102.00,312.00,21219.00,-25830.00,93.00,-2237.00,-1335.00,-15154.00,-11278.00,10168.00,3057.00,-5602.00,10677.00,13081.00,3080.00,497224.00,28673.00,193202.00,64216.00,1633.00,210.00,280.00,43650.00,-1494.00,-48.00,-1513.00,8871.00,-2143.00,19545.00,-7946.00,30192.00,-2982.00,23389.00,1086.00,41844.00,2570.00,8629.00,3694.00,-21398.00,45719.00,17346.00,-278222.00
2006:Q1,461609.00,200.00,169881.00,36152.00,30251.00,1105.00,944.00,68601.00,39202.00,-947.00,-2041.00,-7595.00,28473.00,13169.00,1335.00,-2432.00,22904.00,-2940.00,56401.00,8946.00,449706.00,6116.00,84109.00,95438.00,25.00,1429.00,-357.00,29046.00,4028.00,817.00,4110.00,-10074.00,4253.00,35227.00,34272.00,17319.00,-3576.00,-2941.00,2343.00,-8399.00,3813.00,-16926.00,-1110.00,112902.00,26284.00,31558.00,11902.00
2006:Q2,278775.00,171.00,169718.00,36152.00,18770.00,2518.00,1329.00,-11334.00,27189.00,114.00,-111.00,7464.00,1379.00,9265.00,-8886.00,2808.00,31877.00,363.00,-27794.00,17784.00,496897.00,5961.00,151790.00,95471.00,1544.00,116.00,985.00,10430.00,2240.00,2338.00,-5730.00,2588.00,3903.00,23719.00,15582.00,17289.00,4358.00,-25104.00,2404.00,4617.00,2632.00,-13235.00,3471.00,132343.00,47808.00,9377.00,-218122.00
